DAIRA,COMMUNE,FORET,DATE_DECL,HEURE_DECL,DATE_INT,HEURE_INT,DATE_EXT,HEURE_EXT,ESSENCE,TOT_FORET,TOT_MAQUIS,TOT_BROUSSAILLES,SURF_TOTAL,CAUSE,SIGNALE,ORGANISMES,DEGATS,DECL_YEAR,DECL_MONTH,DECL_DAY,INT_YEAR,INT_MONTH,INT_DAY,EXT_YEAR,EXT_MONTH,EXT_DAY,DECL_HOUR,INT_HOUR,EXT_HOUR,METEO_TEMP,METEO_VENTE_VITESSE,METEO_VENTE_DIRECTION,LOCATION_NAME,LONGITUDE,LATITUDE
GUELAAT BOU SBAA,NECHMAYA,MENCHAR,2012-08-30 00:00:00,1899-12-31 12:30:00,2012-08-30 00:00:00,1899-12-31 13:00:00,2012-08-30 00:00:00,1899-12-31 18:30:00,CL+MAQ,0.5,2.5,0,3,INC,PV,SF+PC,250000,2012,8,30,2012,8,30,2012,8,30,12,13,18,44,12.7,S+SE,Azzaba NJ-32-II-3 EST,7.512,36.612
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2012-09-08 00:00:00,1899-12-31 15:30:00,2012-09-08 00:00:00,1899-12-31 15:50:00,2012-09-08 00:00:00,1899-12-31 16:30:00,MAQ,0,0.1,0,0.1,INC,BM,SF,2000,2012,9,8,2012,9,8,2012,9,8,15,15,16,34.4,11.2,S+SE,Guelma NJ-32-II 5 EST,7.311,36.362
AIN MAKHLOUF,AIN LARBI,Mt KESIR NAAMANE,2012-09-18 00:00:00,1899-12-31 15:30:00,2012-09-18 00:00:00,1899-12-31 16:20:00,2012-09-18 00:00:00,1899-12-31 18:40:00,BRS,0,0,7,7,INC,PV,SF+PC,70000,2012,9,18,2012,9,18,2012,9,18,15,16,18,34.7,7.1,S+SE,Gounod N: 76,7.392,36.232
GUELMA,BENDJERRAH,KHEROUFA,2012-09-23 00:00:00,1899-12-31 09:20:00,2012-09-23 00:00:00,1899-12-31 09:45:00,2012-09-23 00:00:00,1899-12-31 18:00:00,CL+BRS,7,0,5,12,INC,PV,SF+PC,2850000,2012,9,23,2012,9,23,2012,9,23,9,9,18,40.3,11.2,S+SE,Gounod N: 76,7.284,36.531
HAMMAM DEBAGH,HAMMAM DEBAGH,EL BATTOUM,2012-09-26 00:00:00,1899-12-31 13:30:00,2012-09-29 00:00:00,1899-12-31 13:50:00,2012-09-26 00:00:00,1899-12-31 15:45:00,MAQ,0,1.5,0,1.5,INC,BM,SF+PC,30000,2012,9,26,2012,9,29,2012,9,26,13,13,15,36.5,13.8,S+SE,Hammam Meskhoutine N: 53,7.278,36.462
HAMMAM DEBAGH,BOUHAMDANE,SEBAA MZAZET,2012-09-28 00:00:00,1899-12-31 10:45:00,2012-09-28 00:00:00,1899-12-31 10:58:00,2012-09-28 00:00:00,1899-12-31 16:20:00,PA+EUC,7,0,0,7,INC,BM,SF+PC,2800000,2012,9,28,2012,9,28,2012,9,28,10,10,16,40.5,19.6,S+SE,Guelma NJ-32-II 5 EST,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2012-09-28 00:00:00,1899-12-31 12:02:00,2012-09-28 00:00:00,1899-12-31 12:18:00,2012-09-28 00:00:00,1899-12-31 18:35:00,MAQ,0,2,0,2,INC,BM,SF+PC+DW,40000,2012,9,28,2012,9,28,2012,9,28,12,12,18,40.5,19.6,S+SE,Guelma NJ-32-II 5 EST,7.311,36.362
GUELAAT BOU SBAA,BELKHEIR,MECHTAT TOUIFEZA,2012-10-20 00:00:00,1899-12-31 10:05:00,2012-10-20 00:00:00,1899-12-31 11:00:00,2012-10-20 00:00:00,1899-12-31 12:00:00,BRS,0,0,0.5,0.5,INC,PV,SF+PC,5000,2012,10,20,2012,10,20,2012,10,20,10,11,12,29.7,11.2,S+SE,Guelma NJ-32-II 5 EST,7.431,36.456
GUELMA,BENDJERRAH,KHEROUFA,2012-10-20 00:00:00,1899-12-31 10:00:00,2012-10-20 00:00:00,1899-12-31 10:45:00,2012-10-20 00:00:00,1899-12-31 12:17:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC,10000,2012,10,20,2012,10,20,2012,10,20,10,10,12,29.7,11.2,S+SE,Gounod N: 76,7.284,36.531
GUELMA,BENDJERRAH,MAHOUNA,2013-07-25 00:00:00,1899-12-31 11:47:00,2013-07-25 00:00:00,1899-12-31 12:10:00,2013-07-25 00:00:00,1899-12-31 13:40:00,CL+BRS,1,0,1,2,INC,PV,SF+PC+EMPS+POP,410000,2013,7,25,2013,7,25,2013,7,25,11,12,13,39,11.2,S+SE,Gounod N° 76,7.284,36.531
GUELMA,BENDJERRAH,MEDJEZ BOUHAMA,2013-08-05 00:00:00,1899-12-31 14:45:00,2013-08-05 00:00:00,1899-12-31 15:45:00,2013-08-06 00:00:00,1899-12-31 01:30:00,MAQ,0,7,0,7,INC,PV,SF+PC+EMPS,140000,2013,8,5,2013,8,5,2013,8,6,14,15,1,40.6,11.2,S+SE,Gounod N° 76,7.284,36.531
GUELAAT BOU SBAA,BENI MEZLINE,EL KARMA,2013-08-06 00:00:00,1899-12-31 12:15:00,2013-08-06 00:00:00,1899-12-31 12:35:00,2013-08-07 00:00:00,1899-12-31 08:00:00,CYP+EUC+MAQ+GUENDOUL+CL,145,200,0,545,INC,PV,SF+PC+AEPC+EMPS+DW+POP,66000000,2013,8,6,2013,8,6,2013,8,7,12,12,8,43.2,13.8,S+SE,Deraane NJ-32-II-4 OUEST,7.522,36.504
HAMMAM DEBAGH,ROKNIA,GUENDOULA,2013-08-06 00:00:00,1899-12-31 14:00:00,2013-08-06 00:00:00,1899-12-31 14:30:00,2013-08-06 00:00:00,1899-12-31 19:00:00,MAQ,0,15,0,15,INC,PV,SF+PC+EMPS,300000,2013,8,6,2013,8,6,2013,8,6,14,14,19,43.2,13.8,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
BOUCHEGOUF,AIN BEN BEIDA,SIDI NASSER,2013-08-07 00:00:00,1899-12-31 09:30:00,2013-08-07 00:00:00,1899-12-31 10:30:00,2013-08-08 00:00:00,1899-12-31 07:00:00,MAQ,0,20,0,20,INC,BM,SF+PC,400000,2013,8,7,2013,8,7,2013,8,8,9,10,7,42,13.8,S+SE,Google Earth,7.6953,36.6177
HAMMAM N'BAIL,OUED CHEHAM,MT EL KABOUSSE,2013-08-07 00:00:00,1899-12-31 10:00:00,2013-08-07 00:00:00,1899-12-31 10:30:00,2013-08-07 00:00:00,1899-12-31 15:00:00,BRS,0,0,4.5,4.5,INC,BM,SF+PC+DW,45000,2013,8,7,2013,8,7,2013,8,7,10,10,15,42,13.8,S+SE,Google Earth,7.454,36.287
GUELAAT BOU SBAA,BENI MEZLINE,EL MERTAH,2013-08-07 00:00:00,1899-12-31 11:10:00,2013-08-07 00:00:00,1899-12-31 11:20:00,2013-08-08 00:00:00,1899-12-31 14:30:00,CL+MAQ,20,100,0,120,INC,BM,SF+PC+EMPS,10000000,2013,8,7,2013,8,7,2013,8,8,11,11,14,42,13.8,S+SE,Deraane NJ-32-II-4 OUEST,7.522,36.504
BOUCHEGOUF,BOUCHEGOUF,CHAABET LAATECH,2013-08-07 00:00:00,1899-12-31 15:20:00,2013-08-07 00:00:00,1899-12-31 16:00:00,2013-08-07 00:00:00,1899-12-31 17:35:00,MAQ,0,4,0,4,INC,PV,SF+EMPS,80000,2013,8,7,2013,8,7,2013,8,7,15,16,17,42,13.8,S+SE,Google Earth,7.728,36.468
HAMMAM N'BAIL,HAMMAM N'BAILS,EL GUERINE,2013-08-08 00:00:00,1899-12-31 11:15:00,2013-08-08 00:00:00,1899-12-31 11:45:00,2013-08-08 00:00:00,1899-12-31 14:10:00,BRS,0,0,2,2,INC,BM,SF+EMPS,20000,2013,8,8,2013,8,8,2013,8,8,11,11,14,41,16.8,S+SE,Google Earth,7.122,36.334
HAMMAM DEBAGH,ROKNIA,AIN EL OUAHCH,2013-08-10 00:00:00,1899-12-31 13:00:00,2013-08-10 00:00:00,1899-12-31 13:15:00,2013-08-10 00:00:00,1899-12-31 17:45:00,MAQ,0,2.5,0,2.5,INC,PV,SF+PC+EMPS,50000,2013,8,10,2013,8,10,2013,8,10,13,13,17,30.5,19.6,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
HAMMAM DEBAGH,ROKNIA,AIN EL OUAHCH,2013-08-15 00:00:00,1899-12-31 08:30:00,2013-08-15 00:00:00,1899-12-31 08:45:00,2013-08-15 00:00:00,1899-12-31 12:00:00,CL,0.03,0,0,0.03,INC,PV,SF+PC+EMPS,12000,2013,8,15,2013,8,15,2013,8,15,8,8,12,33,13.8,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
HAMMAM N'BAIL,DAHOUARA,DJ ASEKRE,2013-08-16 00:00:00,1899-12-31 13:10:00,2013-08-16 00:00:00,1899-12-31 13:30:00,2013-08-16 00:00:00,1899-12-31 14:30:00,MAQ,0,1.5,0,1.5,INC,BM,SF+PC,30000,2013,8,16,2013,8,16,2013,8,16,13,13,14,35.4,13.8,S+SE,Google Earth,7.841,36.321
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,2013-08-17 00:00:00,1899-12-31 14:15:00,2013-08-17 00:00:00,1899-12-31 14:50:00,2013-08-17 00:00:00,1899-12-31 17:10:00,CL+CV,2,0,0,2,INC,BM,SF+PC,800000,2013,8,17,2013,8,17,2013,8,17,14,14,17,34.8,11.2,S+SE,Google Earth,7.122,36.334
GUELAAT BOU SBAA,NECHMAYA,EL MEKHALFA,2013-08-23 00:00:00,1899-12-31 13:50:00,2013-08-23 00:00:00,1899-12-31 14:10:00,2013-08-23 00:00:00,1899-12-31 16:45:00,BRS,0,0,2.5,2.5,INC,PV,SF+PC,25000,2013,8,23,2013,8,23,2013,8,23,13,14,16,35.7,11.2,S+SE,Azzaba NJ-32-II-3 EST,7.512,36.612
GUELAAT BOU SBAA,NECHMAYA,EL MEKHALFA,2013-08-24 00:00:00,1899-12-31 13:13:00,2013-08-24 00:00:00,1899-12-31 13:28:00,2013-08-24 00:00:00,1899-12-31 14:30:00,MAQ,0,0.21,0,0.21,INC,PV,SF+PC,4200,2013,8,24,2013,8,24,2013,8,24,13,13,14,36.9,11.2,S+SE,Azzaba NJ-32-II-3 EST,7.512,36.612
BOUCHEGOUF,MEDJEZ SFA,EL MAZA SEGHIRA,2013-08-25 00:00:00,1899-12-31 13:20:00,2013-08-25 00:00:00,1899-12-31 13:50:00,2013-08-25 00:00:00,1899-12-31 16:00:00,CL,1,0,0,1,INC,BM,SF+PC+DW,400000,2013,8,25,2013,8,25,2013,8,25,13,13,16,34.2,11.2,S+SE,Google Earth,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-09-27 00:00:00,1899-12-31 14:00:00,2013-09-27 00:00:00,1899-12-31 14:30:00,2013-09-27 00:00:00,1899-12-31 19:30:00,MAQ,0,2,0,2,INC,PV,SF+PC+EMPS+DW,40000,2013,9,27,2013,9,27,2013,9,27,14,14,19,36.3,8.4,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,BENI AMRANE,2013-09-27 00:00:00,1899-12-31 14:00:00,2013-09-27 00:00:00,1899-12-31 14:30:00,2013-09-27 00:00:00,1899-12-31 18:00:00,MAQ,0,1.5,0,1.5,INC,BM,SF+DW+EMPS,30000,2013,9,27,2013,9,27,2013,9,27,14,14,18,36.3,8.4,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,MECHTAT TOUIFEZA,2013-09-28 00:00:00,1899-12-31 10:00:00,2013-09-28 00:00:00,1899-12-31 10:30:00,2013-09-28 00:00:00,1899-12-31 10:50:00,MAQ,0,0.5,0,0.5,INC,BM,SF+EMPS,10000,2013,9,28,2013,9,28,2013,9,28,10,10,10,34,19.6,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,TAYA BENI AHMED,2013-09-30 00:00:00,1899-12-31 11:34:00,2013-09-30 00:00:00,1899-12-31 12:04:00,2013-10-01 00:00:00,1899-12-31 11:45:00,CL,20,0,0,20,INC,PV,SF+PC+DW,8000000,2013,9,30,2013,9,30,2013,10,1,11,12,11,30,19.6,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-09-30 00:00:00,1899-12-31 11:34:00,2013-09-30 00:00:00,1899-12-31 12:04:00,2013-09-30 00:00:00,1899-12-31 14:15:00,CL,2,0,0,2,INC,PV,SF+EMPS,800000,2013,9,30,2013,9,30,2013,9,30,11,12,14,30,19.6,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-10-03 00:00:00,1899-12-31 11:00:00,2013-10-03 00:00:00,1899-12-31 11:30:00,2013-10-04 00:00:00,1899-12-31 11:00:00,MAQ,0,30,0,30,INC,BM,SF+PC+EMPS+DW,600000,2013,10,3,2013,10,3,2013,10,4,11,11,11,39.7,18.2,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2013-10-20 00:00:00,1899-12-31 13:00:00,2013-10-20 00:00:00,1899-12-31 13:30:00,2013-10-21 00:00:00,1899-12-31 08:30:00,EUC+MAQ,1,1,0,2,INC,BM,SF+PC,420000,2013,10,20,2013,10,20,2013,10,21,13,13,8,33.5,7.1,S+SE,,7.756,36.585
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-10-22 00:00:00,1899-12-31 14:00:00,2013-10-22 00:00:00,1899-12-31 14:30:00,2013-10-22 00:00:00,1899-12-31 19:00:00,CL+MAQ,7,8,0,15,INC,PV,SF+PC+EMPS+DW,2960000,2013,10,22,2013,10,22,2013,10,22,14,14,19,34.5,8.3,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
BOUCHEGOUF,BOUCHEGOUF,DAMOUS,2013-10-22 00:00:00,1899-12-31 16:30:00,2013-10-22 00:00:00,1899-12-31 17:00:00,2013-10-22 00:00:00,1899-12-31 17:45:00,BRS,0,0,0.5,0.5,INC,BM,SF,5000,2013,10,22,2013,10,22,2013,10,22,16,17,17,34.5,8.3,S+SE,,7.728,36.468
BOUCHEGOUF,BOUCHEGOUF,EL FERZIT,2013-10-22 00:00:00,1899-12-31 16:30:00,2013-10-22 00:00:00,1899-12-31 17:00:00,2013-10-22 00:00:00,1899-12-31 18:00:00,BRS,0,0,1,1,INC,BM,SF,10000,2013,10,22,2013,10,22,2013,10,22,16,17,18,34.5,8.3,S+SE,,7.728,36.468
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-10-24 00:00:00,1899-12-31 16:05:00,2013-10-24 00:00:00,1899-12-31 16:35:00,2013-10-24 00:00:00,1899-12-31 20:00:00,CL,1.5,0,0,1.5,INC,DW,SF+PC+EMPS,600000,2013,10,24,2013,10,24,2013,10,24,16,16,20,32.7,7.1,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-10-25 00:00:00,1899-12-31 12:00:00,2013-10-25 00:00:00,1899-12-31 12:30:00,2013-10-25 00:00:00,1899-12-31 19:00:00,CL,2.5,0,0,2.5,INC,BM,SF+PC+EMPS,1000000,2013,10,25,2013,10,25,2013,10,25,12,12,19,34.7,9.8,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2013-10-26 00:00:00,1899-12-31 11:45:00,2013-10-26 00:00:00,1899-12-31 12:15:00,2013-10-26 00:00:00,1899-12-31 15:30:00,MAQ,0,1,0,1,INC,BM,SF+PC+EMPS,20000,2013,10,26,2013,10,26,2013,10,26,11,12,15,34.6,12.9,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2014-07-15 00:00:00,1899-12-31 09:30:00,2014-07-15 00:00:00,1899-12-31 10:00:00,2014-07-16 00:00:00,1899-12-31 10:00:00,MAQ,0,11,0,11,INC,BM,SF+PC+EMPS,220000,2014,7,15,2014,7,15,2014,7,16,9,10,10,35,32,S+SE,Google Earth,7.756,36.585
BOUCHEGOUF,AIN BEN BEIDA,SIDI NASSER,2014-07-18 00:00:00,1899-12-31 15:43:00,2014-07-18 00:00:00,1899-12-31 16:30:00,2014-07-18 00:00:00,1899-12-31 19:00:00,BRS,0,0,1,1,INC,BM,SF+PC+EMPS,10000,2014,7,18,2014,7,18,2014,7,18,15,16,19,35,32,S+SE,Google Earth,7.6953,36.6177
HAMMAM DEBAGH,ROKNIA,AIN EL OUAHCH,2014-07-28 00:00:00,1899-12-31 10:30:00,2014-07-28 00:00:00,1899-12-31 10:55:00,2014-07-28 00:00:00,1899-12-31 19:55:00,MAQ,0,4,0,4,INC,PV,SF+PC+EMPS,80000,2014,7,28,2014,7,28,2014,7,28,10,10,19,38,28,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
HAMMAM DEBAGH,ROKNIA,BOUHALOUFA,2014-08-02 00:00:00,1899-12-31 15:13:00,2014-08-02 00:00:00,1899-12-31 15:33:00,2014-08-02 00:00:00,1899-12-31 19:00:00,CL,4,0,0,4,INC,PV,SF+PC+EMPS,1600000,2014,8,2,2014,8,2,2014,8,2,15,15,19,40.5,41,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
GUELAAT BOU SBAA,NECHMAYA,OULED CHIHA,2014-08-04 00:00:00,1899-12-31 15:15:00,2014-08-04 00:00:00,1899-12-31 15:35:00,2014-08-04 00:00:00,1899-12-31 17:55:00,BRS,0,0,1,1,INC,PV,SF+PC+EMPS,10000,2014,8,4,2014,8,4,2014,8,4,15,15,17,39,34,S+SE,Azzaba NJ-32-II-3 EST,7.512,36.612
BOUCHEGOUF,OUED FRAGHA,SIDI REZIK,2014-08-09 00:00:00,1899-12-31 13:00:00,2014-08-09 00:00:00,1899-12-31 13:20:00,2014-08-09 00:00:00,1899-12-31 17:00:00,BRS,0,0,2.5,2.5,INC,PV,SF+PC,25000,2014,8,9,2014,8,9,2014,8,9,13,13,17,43,29,S+SE,Google Earth,7.801,36.548
HAMMAM N'BAIL,HAMMAM N'BAILS,FROUJA,2014-08-09 00:00:00,1899-12-31 13:15:00,2014-08-09 00:00:00,1899-12-31 13:45:00,2014-08-09 00:00:00,1899-12-31 16:30:00,MAQ,0,2.5,0,2.5,INC,PV,SF+PC,50000,2014,8,9,2014,8,9,2014,8,9,13,13,16,43,29,S+SE,Google Earth,7.122,36.334
GUELAAT BOU SBAA,DJEBALLAH KHEMISSI,AIN BOUGUERRA,2014-08-09 00:00:00,1899-12-31 11:40:00,2014-08-09 00:00:00,1899-12-31 12:00:00,2014-08-09 00:00:00,1899-12-31 16:50:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,8,9,2014,8,9,2014,8,9,11,12,16,43,29,S+SE,Deraane NJ-32-II-4 OUEST,7.118,36.481
HAMMAM DEBAGH,ROKNIA,OUED EL MEDJNOUNA,2014-08-10 00:00:00,1899-12-31 09:30:00,2014-08-10 00:00:00,1899-12-31 10:10:00,2014-08-10 00:00:00,1899-12-31 13:25:00,MAQ,0,0.5,0,0.5,INC,PV,SF+PC+EMPS,10000,2014,8,10,2014,8,10,2014,8,10,9,10,13,43.5,35,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
KHEZARA,AIN SANDEL,DJ ABDELLAH,2014-08-10 00:00:00,1899-12-31 13:00:00,2014-08-10 00:00:00,1899-12-31 13:45:00,2014-08-10 00:00:00,1899-12-31 21:20:00,MAQ,0,7,0,7,INC,PV,SF+PC+EAPC,140000,2014,8,10,2014,8,10,2014,8,10,13,13,21,43.5,35,S+SE,Souk Ahras NJ-32-II-6 OUEST,7.145,36.345
GUELAAT BOU SBAA,DJEBALLAH KHEMISSI,AIN BOUGUERRA,2014-08-10 00:00:00,1899-12-31 13:10:00,2014-08-10 00:00:00,1899-12-31 13:25:00,2014-08-10 00:00:00,1899-12-31 19:30:00,CL+MAQ,1,6,0,7,INC,PV,SF+PC+EMPS+DW,520000,2014,8,10,2014,8,10,2014,8,10,13,13,19,43.5,35,S+SE,Deraane NJ-32-II-4 OUEST,7.118,36.481
HAMMAM DEBAGH,ROKNIA,MECHTAT EL KEF,2014-08-10 00:00:00,1899-12-31 14:00:00,2014-08-10 00:00:00,1899-12-31 14:15:00,2014-08-10 00:00:00,1899-12-31 17:30:00,MAQ+BRS,0,2,5,7,INC,PV,SF+PC+EMPS+POP,90000,2014,8,10,2014,8,10,2014,8,10,14,14,17,43.5,35,S+SE,Hammam Meskhoutine N° 53,7.356,36.536
GUELAAT BOU SBAA,NECHMAYA,HOUARA,2014-08-13 00:00:00,1899-12-31 12:16:00,2014-08-13 00:00:00,1899-12-31 12:30:00,2014-08-13 00:00:00,1899-12-31 17:30:00,CL+MAQ,1,1,0,2,INC,PV,SF+PC+EMPS+POP,420000,2014,8,13,2014,8,13,2014,8,13,12,12,17,37.5,32,S+SE,Deraane NJ-32-II-4 OUEST,7.512,36.612
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,2014-08-13 00:00:00,1899-12-31 14:25:00,2014-08-13 00:00:00,1899-12-31 14:50:00,2014-08-14 00:00:00,1899-12-31 07:30:00,MAQ,0,6,0,6,INC,PV,SF+PC+EMPS,120000,2014,8,13,2014,8,13,2014,8,14,14,14,7,37.5,32,S+SE,Google Earth,7.454,36.287
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2014-08-14 00:00:00,1899-12-31 13:04:00,2014-08-14 00:00:00,1899-12-31 13:20:00,2014-08-14 00:00:00,1899-12-31 19:44:00,EUC,4,0,0,4,INC,PV,SF+PC+EMPS,1600000,2014,8,14,2014,8,14,2014,8,14,13,13,19,33.5,29,S+SE,Google Earth,7.756,36.585
GUELAAT BOU SBAA,NECHMAYA,KEF LAAGAB,2014-08-23 00:00:00,1899-12-31 11:00:00,2014-08-23 00:00:00,1899-12-31 11:15:00,2014-08-23 00:00:00,1899-12-31 16:00:00,CL+BRS,0.5,0,0.5,1,INC,PV,SF+PC+EMPS+DW,205000,2014,8,23,2014,8,23,2014,8,23,11,11,16,36.5,39,S+SE,Deraane NJ-32-II-4 OUEST,7.512,36.612
BOUCHEGOUF,MEDJEZ SFA,EL MRIHL,2014-08-26 00:00:00,1899-12-31 12:30:00,2014-08-26 00:00:00,1899-12-31 13:20:00,2014-08-28 00:00:00,1899-12-31 18:00:00,EUC,70,0,0,70,INC,PV,SF+PC,28000000,2014,8,26,2014,8,26,2014,8,28,12,13,18,37,28,S+SE,Google Earth,7.756,36.585
BOUCHEGOUF,MEDJEZ SFA,ZEMBIL,2014-08-26 00:00:00,1899-12-31 12:30:00,2014-08-26 00:00:00,1899-12-31 13:20:00,2014-08-28 00:00:00,1899-12-31 18:00:00,CL+MAQ,30,30,0,60,INC,PV,SF+PC,12600000,2014,8,26,2014,8,26,2014,8,28,12,13,18,37,28,S+SE,Google Earth,7.756,36.585
HAMMAM N'BAIL,OUED CHEHAM,EL BEGARIA,2014-08-26 00:00:00,1899-12-31 14:30:00,2014-08-26 00:00:00,1899-12-31 14:50:00,2014-08-26 00:00:00,1899-12-31 17:00:00,MAQ,0,1,0,1,INC,BM,SF+PC,20000,2014,8,26,2014,8,26,2014,8,26,14,14,17,37,28,S+SE,Google Earth,7.454,36.287
BOUCHEGOUF,BOUCHEGOUF,RAS EL OUED,2014-08-26 00:00:00,1899-12-31 15:45:00,2014-08-26 00:00:00,1899-12-31 16:15:00,2014-08-28 00:00:00,1899-12-31 18:00:00,MAQ,0,0.5,0,0.5,INC,BM,SF+PC,10000,2014,8,26,2014,8,26,2014,8,28,15,16,18,37,28,S+SE,Google Earth,7.728,36.468
HELIOPOLIS,HELIOPOLIS,EL MEKHALFA,2014-08-26 00:00:00,1899-12-31 15:45:00,2014-08-26 00:00:00,1899-12-31 16:00:00,2014-08-26 00:00:00,1899-12-31 19:40:00,MAQ,0,4,0,4,INC,PV,SF+PC+EMPS,80000,2014,8,26,2014,8,26,2014,8,26,15,16,19,37,28,S+SE,Guelma N° 54,7.442,36.503
BOUCHEGOUF,OUED FRAGHA,BIOUT SERINE,2014-08-26 00:00:00,1899-12-31 15:45:00,2014-08-26 00:00:00,1899-12-31 16:15:00,2014-08-28 00:00:00,1899-12-31 18:00:00,MAQ,0,3,0,3,INC,BM,SF+PC,60000,2014,8,26,2014,8,26,2014,8,28,15,16,18,37,28,S+SE,Google Earth,7.801,36.548
HAMMAM N'BAIL,OUED CHEHAM,FROUJA,2014-08-26 00:00:00,1899-12-31 18:00:00,2014-08-26 00:00:00,1899-12-31 18:15:00,2014-08-26 00:00:00,1899-12-31 19:20:00,MAQ,0,5,0,5,INC,BM,SF+PC,100000,2014,8,26,2014,8,26,2014,8,26,18,18,19,37,28,S+SE,Google Earth,7.454,36.287
HAMMAM DEBAGH,HAMMAM DEBAGH,EL BATTOUM,2014-08-27 00:00:00,1899-12-31 13:50:00,2014-08-27 00:00:00,1899-12-31 14:10:00,2014-08-27 00:00:00,1899-12-31 16:30:00,MAQ,0,3,0,3,INC,BM,SF+PC+EMPS,60000,2014,8,27,2014,8,27,2014,8,27,13,14,16,37.5,35,S+SE,Hammam Meskhoutine N° 53,7.278,36.462
HAMMAM DEBAGH,BOUHAMDANE,KER SERAK,2014-08-29 00:00:00,1899-12-31 11:23:00,2014-08-29 00:00:00,1899-12-31 12:00:00,2014-08-30 00:00:00,1899-12-31 09:30:00,CL+MAQ,8,2,0,10,INC,PV,SF+PC+EMPS,3240000,2014,8,29,2014,8,29,2014,8,30,11,12,9,39,26,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
BOUCHEGOUF,BOUCHEGOUF,REGAA EL KEBIRA,2014-08-29 00:00:00,1899-12-31 14:30:00,2014-08-29 00:00:00,1899-12-31 15:15:00,2014-08-31 00:00:00,1899-12-31 07:00:00,CL+MAQ,3,7,0,10,INC,BM,SF+PC,1340000,2014,8,29,2014,8,29,2014,8,31,14,15,7,39,26,S+SE,Google Earth,7.728,36.468
BOUCHEGOUF,MEDJEZ SFA,KEF KOURATH,2014-08-29 00:00:00,1899-12-31 14:35:00,2014-08-29 00:00:00,1899-12-31 15:10:00,2014-08-29 00:00:00,1899-12-31 17:00:00,MAQ,0,0.25,0,0.25,INC,BM,SF+PC,5000,2014,8,29,2014,8,29,2014,8,29,14,15,17,39,26,S+SE,Google Earth,7.756,36.585
OUED ZENATI,BORDJ SABAT,KER SERAK,2014-08-29 00:00:00,1899-12-31 14:30:00,2014-08-29 00:00:00,1899-12-31 14:45:00,2014-08-30 00:00:00,1899-12-31 09:30:00,CL,13,0,0,13,INC,PV,SF+PC+DW,5200000,2014,8,29,2014,8,29,2014,8,30,14,14,9,39,26,S+SE,Google Earth,7.318,36.329
HAMMAM DEBAGH,BOUHAMDANE,MERMOURA,2014-08-30 00:00:00,1899-12-31 10:50:00,2014-08-30 00:00:00,1899-12-31 11:15:00,2014-08-31 00:00:00,1899-12-31 19:00:00,CL+MAQ,6,1,0,7,INC,PV,SF+PC+EMPS,2420000,2014,8,30,2014,8,30,2014,8,31,10,11,19,35,28,S+SE,Hammam Meskhoutine N° 53,7.311,36.362
HAMMAM N'BAIL,HAMMAM N'BAILS,HOUZ EL HIMRE,2014-08-30 00:00:00,1899-12-31 13:05:00,2014-08-30 00:00:00,1899-12-31 13:50:00,2014-08-30 00:00:00,1899-12-31 17:30:00,CV,2,0,0,2,INC,PV,SF+PC,800000,2014,8,30,2014,8,30,2014,8,30,13,13,17,35,28,S+SE,Google Earth,7.122,36.334
